timestamp,temperature,humidity,soil_moisture,soil_temp,soil_ec,soil_ph,npk_moisture,npk_temp,npk_ec,npk_ph,N,P,K,resistive_raw,resistive_voltage,resistive_moisture
2026-08-01 00:01:06,24.80,70.00,,,,,,,,,,,,679.00,3.32,88.20
2026-08-01 00:31:06,24.80,71.00,,,,,,,,,,,,669.00,3.27,86.50
2026-08-01 01:01:06,24.80,71.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-01 01:31:06,24.80,70.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-01 02:01:06,24.80,72.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-01 02:31:06,24.80,73.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-01 03:01:06,24.70,71.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-01 03:31:06,24.50,71.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-01 04:01:06,24.50,73.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-01 04:31:06,24.50,71.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-01 05:01:06,24.50,71.00,,,,,,,,,,,,668.00,3.27,86.30
2026-08-01 05:31:06,24.50,71.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-01 06:01:06,24.50,71.00,,,,,,,,,,,,669.00,3.27,86.50
2026-08-01 06:31:06,24.50,69.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-01 07:01:06,24.50,69.00,,,,,,,,,,,,673.00,3.29,87.20
2026-08-01 07:31:06,24.80,69.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-01 08:01:06,24.80,69.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-01 08:31:06,24.80,69.00,,,,,,,,,,,,670.00,3.28,86.70
2026-08-01 09:01:06,24.80,69.00,,,,,,,,,,,,678.00,3.31,88.00
2026-08-01 09:31:06,24.80,69.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-01 10:01:06,24.80,69.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-01 10:31:06,25.30,69.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-01 11:01:06,25.30,69.00,,,,,,,,,,,,677.00,3.31,87.80
2026-08-01 11:31:06,25.30,68.00,,,,,,,,,,,,677.00,3.31,87.80
2026-08-01 12:01:06,25.30,68.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-01 12:31:06,25.30,68.00,,,,,,,,,,,,669.00,3.27,86.50
2026-08-01 13:01:06,25.30,67.00,,,,,,,,,,,,669.00,3.27,86.50
2026-08-01 13:31:06,25.30,68.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-01 14:01:06,25.30,68.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-01 14:31:06,25.30,68.00,,,,,,,,,,,,684.00,3.34,89.00
2026-08-01 15:01:06,25.30,67.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-01 15:31:06,25.80,66.00,,,,,,,,,,,,681.00,3.33,88.50
2026-08-01 16:01:06,25.80,65.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-01 16:31:06,25.80,65.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-01 17:01:06,25.80,66.00,,,,,,,,,,,,680.00,3.32,88.30
2026-08-01 17:31:06,25.80,68.00,,,,,,,,,,,,673.00,3.29,87.20
2026-08-01 18:01:06,25.80,69.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-01 18:31:06,25.80,69.00,,,,,,,,,,,,676.00,3.30,87.70
2026-08-01 19:01:06,25.80,69.00,,,,,,,,,,,,683.00,3.34,88.80
2026-08-01 19:31:06,25.80,69.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-01 20:01:06,25.80,70.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-01 20:31:06,25.80,71.00,,,,,,,,,,,,672.00,3.28,87.00
2026-08-01 21:01:06,25.80,71.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-01 21:31:06,25.80,71.00,,,,,,,,,,,,666.00,3.26,86.00
2026-08-01 22:01:06,25.80,71.00,,,,,,,,,,,,671.00,3.28,86.80
2026-08-01 22:31:06,25.80,72.00,,,,,,,,,,,,674.00,3.29,87.30
2026-08-01 23:01:06,25.80,73.00,,,,,,,,,,,,675.00,3.30,87.50
2026-08-01 23:31:06,25.80,73.00,,,,,,,,,,,,674.00,3.29,87.30
